ra_deg,dec_deg,image_peak,vis_snr,best_window_split,best_window_index,zenith_deg,elevation_deg,local_null_scale,snr_normalised,threshold_here,nearest_catalogue_deg,nearest_catalogue,passes_single_look,not_near_catalogue,confirmed
28.021008414307943,-80.34209923924666,0.03375808522539471,15.323735925910253,1,0,76.92507486881196,13.074925131188039,16.8664272959581,0.9085347867110221,25.500735546406165,31.19580977688037,BEIDOU-2 IGSO-3 (C08),False,True,False
130.6134656821113,-79.22226170303874,0.0438175350471053,13.865453681418355,1,0,67.9689214645862,22.031078535413798,17.51343764603175,0.7917037169775766,26.47896522975883,27.414472501506562,GPS BIIRM-3 (PRN 12),False,True,False
317.20385567504036,-72.92399617156177,0.022060789172223552,9.33762352993056,1,0,70.36053706101069,19.63946293898931,17.03905486132089,0.5480129975476056,25.761735093915043,14.649069790133684,BEIDOU-2 IGSO-3 (C08),False,True,False
300.45209120435567,-63.36252846930257,0.03483824432330464,11.670088522176455,1,0,65.33827441312111,24.661725586878887,18.0352329026487,0.647071683807452,27.26787936165366,3.5046634122267797,BEIDOU-2 IGSO-3 (C08),False,True,False
250.95805773562043,-64.64184566586455,0.030596831817797168,12.21961906878506,1,0,46.50177719637392,43.49822280362608,16.526699365348282,0.7393865404489703,24.98709315112042,4.58661446228344,GSAT0203 (GALILEO 7),False,True,False
167.97818635783747,-59.8409715881787,0.02355942689316605,15.955247026198053,1,0,52.35726161526918,37.64273838473082,15.664939594981211,1.0185323045426777,23.684178928502057,11.967721874127252,GSAT0218 (GALILEO 22),True,True,False
205.31245600851773,-57.19828792852892,0.08956011385159825,26.90236454328499,1,0,36.50768084137181,53.49231915862819,18.18498684018735,1.4793722304947146,27.494295750329,5.851523823226149,GPS BIIF-6  (PRN 06),True,True,False
265.11090803525855,-52.905609292086645,0.032434966419509395,11.440507302335533,1,0,45.193705406394265,44.806294593605735,16.86955288735477,0.6781748976234698,25.505461199221315,9.49091682297275,GPS BIIR-11 (PRN 19),False,True,False
152.7023537427183,-44.99012919301107,0.06563254446225499,20.687771260547947,1,0,59.122058533960406,30.877941466039594,17.901628075429098,1.1556363015352202,27.065879180651077,5.279966825123149,BEIDOU-3 M22 (C44),True,True,False
313.4407321119794,-32.60288354143474,0.05699036643343304,17.794517453967433,1,0,80.10836322366454,9.89163677633546,16.885511167265417,1.0538335071824319,25.52958888605363,5.948838373529367,QZS-4 (QZSS/PRN 195),True,True,False
193.91109216703998,-47.3592192913202,0.06519422680573796,23.076179114893584,1,0,32.945236025635225,57.054763974364775,17.76238393912736,1.2991600223245305,26.855352799817048,17.75860435008129,GPS BIIF-6  (PRN 06),True,True,False
206.17647108527964,-40.4779031070294,0.035424940292409404,14.03854176993151,1,0,21.85876401587001,68.14123598412999,16.492782019580954,0.8511930705968427,24.935812743617884,19.464905351057784,GSAT0226 (GALILEO 31),False,True,False
251.11986043579975,-37.55487349343116,0.06961752474742268,19.493059728773105,1,0,29.981301177656565,60.01869882234344,17.410780607680497,1.1195971144552843,26.323755715554245,9.351708112038304,GPS BIIR-11 (PRN 19),True,True,False
266.92088555244004,-30.12904138840388,0.09996560216384266,27.433438414500912,1,0,41.66781111298887,48.33218888701113,17.793711091802724,1.5417491198415072,26.902717035394534,5.169547856254999,GPS BIIRM-1 (PRN 17),True,True,True
236.72239317024494,-31.671130633742365,0.04929157346921299,15.29176933996445,1,0,16.773610109096076,73.22638989090393,16.492782019580954,0.9271794971769706,24.935812743617884,16.99521572938874,sun,False,True,False
283.23983636176456,-19.51600068482361,0.0731817334933791,21.99760203752433,1,0,57.848394999907995,32.151605000092005,17.480508478074988,1.2584074465062003,26.429178870792946,13.05117457977763,GPS BIIRM-1 (PRN 17),True,True,False
136.01359266179063,-9.13733363936927,0.04551418871121739,14.497786516259756,1,0,81.83602869502467,8.163971304975334,16.888339419813992,0.8584494991408359,25.533864985492716,6.24230390428195,GPS BIIF-3  (PRN 24),False,True,False
202.24288919410017,-28.219981882807673,0.021395457912853702,13.713422743587463,1,0,17.78148838006328,72.21851161993672,16.492782019580954,0.8314802637484863,24.935812743617884,9.051014038098671,GSAT0226 (GALILEO 31),False,True,False
169.12206569640665,-16.932889509892203,0.03933181241588925,15.948614990029066,1,0,48.83439746246913,41.16560253753087,15.915305495485153,1.0020929220964914,24.062712835331208,5.575204613923425,GPS BIII-5  (PRN 11),False,True,False
223.01274860837592,-24.325642512972216,0.06809712946849202,20.603649748459095,1,0,2.6575628663574715,87.34243713364253,16.492782019580954,1.2492525350785295,24.935812743617884,7.599338952612846,sun,True,True,False
195.30190781895212,-17.14025956802955,0.052245743577054485,15.532030079562723,1,0,24.64071002442015,65.35928997557986,16.777241161746268,0.92577974708841,25.365892998957648,12.995222081480236,GSAT0226 (GALILEO 31),False,True,False
273.40389840494885,-9.16081896396083,0.03571878374057148,10.435552901246188,1,0,51.96248015346818,38.03751984653182,15.53441045145808,0.6717701282488447,23.486828943726092,4.73369976653078,BEIDOU-3 M1 (C19),False,True,False
151.5743540053356,-2.744456840600967,0.05278241262274121,16.03129839611544,1,0,69.87576584193027,20.124234158069726,17.135210414579053,0.9355763955180627,25.90711486474193,19.602697122250206,GSAT0102 (GALILEO-FM2),False,True,False
171.5472191740697,-8.661479629119258,0.02613883652227257,9.741322959276502,1,0,49.26806940970645,40.73193059029355,15.801637457045121,0.6164755384217069,23.89085553932682,3.8042261222098164,BEIDOU-3 M12 (C26),False,True,False
225.12546921602,-10.791339791487314,0.0378893688364539,11.978579376062324,1,0,12.38765658938592,77.61234341061407,16.492782019580954,0.7262922266140928,24.935812743617884,6.774695101733179,sun,False,True,False
203.70501115414947,-10.091506669118726,0.04525109753446911,14.804709631911967,1,0,20.617399512529303,69.3826004874707,16.492782019580954,0.897647808255464,24.935812743617884,11.905482724499047,GSAT0226 (GALILEO 31),False,True,False
257.1149502277613,-4.4643274660434225,0.05816526711421345,18.074558986248455,1,0,39.380763649011875,50.619236350988125,18.39316005479329,0.9826782854280763,27.809037574448656,7.701625105618207,SES-5 (EGNOS/PRN 136),False,True,False
169.57426824304602,6.238149904246248,0.05764455348687504,20.477113255843634,1,0,57.84261504952603,32.15738495047397,17.478597415763396,1.1715535731360212,26.42628949216133,8.123612583316424,LUCH 5B (SDCM/PRN 125),True,True,False
220.33482474658658,-0.9158638741179559,0.05938060209589337,20.992913574509437,1,0,21.594669058968464,68.40533094103154,16.492782019580954,1.2728546069174824,24.935812743617884,5.788748381333821,GSAT0210 (GALILEO 13),True,True,False
227.4801874134764,4.393304159878695,0.06724914163785313,19.237522297195028,1,0,27.654355752557304,62.34564424744269,17.134741556377495,1.1227203068046792,25.906405987349174,3.594994238216636,GSAT0210 (GALILEO 13),True,True,False
198.9902304582243,10.373375453344508,0.05577166751461361,18.122442484709737,1,0,39.269630019364534,50.730369980635466,18.42228885080421,0.9837237181262966,27.853078064519586,16.94274449563585,EUTELSAT 5 WEST B (EGN*),False,True,False
212.9392666835822,9.636240793838208,0.031401608143619045,13.808317382355133,1,0,33.073996694479185,56.926003305520815,17.777658458456195,0.7767230658988733,26.878446693453693,6.691420064130777,EUTELSAT 5 WEST B (EGN*),False,True,False
170.04747800716646,19.205619724562055,0.026627637450269206,9.953563649958197,1,0,64.86023641223463,25.139763587765373,18.130052905661383,0.5490090791103012,27.411239883648456,7.601736121057563,LUCH 5B (SDCM/PRN 125),False,True,False
246.42252244442622,17.716717540731658,0.03735687584119175,13.542091254868684,1,0,47.33417449019071,42.66582550980929,16.308523003714342,0.8303689581076354,24.657227341196496,7.160893971067706,GSAT0215 (GALILEO 19),False,True,False
266.3149777036166,28.017478635994934,0.054569829259685024,18.928583517755477,1,0,66.87294324528963,23.127056754710367,17.730827598007995,1.0675521722337453,26.807642049011513,13.614975930585606,GSAT0225 (GALILEO 29),True,True,False
170.56122334483354,33.07686346260809,0.024522187192610248,11.441101557120431,1,0,73.4317218597958,16.5682781402042,16.845484581436665,0.6791791296837053,25.469071779369802,13.153952985522226,GPS BIIRM-8 (PRN 05),False,True,False
203.48796663577596,26.498531959217473,0.0625364333434615,20.136207049911494,1,0,51.82047127075333,38.17952872924667,15.487457137721202,1.3001622455417687,23.415839159367998,13.575963111049205,GPS BIII-8  (PRN 21),True,True,False
234.7869702644474,43.36136967018252,0.09712961316542958,28.088345024470243,1,0,67.09081434034228,22.909185659657723,17.68761233509802,1.588023555261541,26.742303908829346,9.808564062013314,BEIDOU-3 M4 (C22),True,True,True
185.94320968531636,56.22183058770251,0.055568456654122814,19.91147329102351,1,0,84.09835722460666,5.901642775393341,16.888339419813992,1.1790071715199346,25.533864985492716,13.350003342257715,GPS BIIRM-8 (PRN 05),True,True,False
213.76911976674896,56.35403641172994,0.03676842898564671,12.361653616897957,1,0,79.0888675140384,10.911132485961602,16.87939927203255,0.7323515142733759,25.520348172458167,15.334008291481654,BEIDOU-3 M23 (C45),False,True,False
226.23517099503687,-31.13724279647414,0.03286389567081071,21.832102781154365,1,0,9.853663611733523,80.14633638826648,16.492782019580954,1.3237368174292448,24.935812743617884,13.697390585785543,sun,True,True,False
263.71822408937714,25.87670940694014,0.03094434124341347,21.037795988869707,1,0,63.72245839098919,26.27754160901081,18.355733950269116,1.1461157612039408,27.75245219467283,16.376056906525193,GSAT0225 (GALILEO 29),True,True,False
181.41813694686905,-46.30481448573853,0.030349079235658893,20.826432585785753,1,0,39.709608870945075,50.290391129054925,18.306967734617533,1.13762327479302,27.678721442622688,18.57978200743049,GSAT0222 (GALILEO 26),True,True,False
234.29725205717702,9.9122079192967,0.02976789687683464,20.273167237938505,1,0,34.97194757529758,55.02805242470242,18.002807082446147,1.1261114527914984,27.218854025620647,9.714436330483242,GPS BIIR-5  (PRN 22),True,True,False
193.1816093820955,-67.52163971508723,0.028968268718358395,17.495553108631924,1,0,48.21520007163956,41.78479992836044,16.077600873987617,1.088194267649625,24.308090914219736,11.75281779110389,BEIDOU-3 M16 (C35),True,True,False
174.64451954829437,-13.822599539678988,0.028720327950542492,18.918464079819323,1,0,44.62766398997701,45.37233601002299,17.017915763694468,1.111679264518363,25.7297744107898,9.269696130390662,BEIDOU-3 M12 (C26),True,True,False
129.7777486260032,-42.08857357126309,0.02838572566618057,19.012394274838947,1,0,75.93283085782053,14.067169142179466,16.860478775151826,1.1276307469310132,25.49174184232697,6.184923933085018,BEIDOU-3 M6 (C24),True,True,False
282.64866184559077,-15.542897069208387,0.028091165375282067,17.944463855009417,1,0,58.40394965373553,31.59605034626447,17.664195100069794,1.015866488869256,26.706898857883793,13.763647419137637,BEIDOU-3 M1 (C19),True,True,False
213.49358589628395,-19.770227075732706,0.028078800625135368,18.437297682513957,1,0,7.431636029035519,82.56836397096448,16.492782019580954,1.1179010103101095,24.935812743617884,4.949793834059825,GSAT0226 (GALILEO 31),True,True,False
113.19604768195843,-73.1552800946515,0.027576717191836252,17.728834106817736,1,0,73.4480283008871,16.551971699112897,16.845582338846167,1.0524322490137237,25.469219581023566,22.21869361958163,GPS BIIRM-3 (PRN 12),True,True,False
199.7164038611249,-28.08184339465855,0.02751898968289433,18.27099364985663,1,0,19.921139212608455,70.07886078739155,16.492782019580954,1.1078175669917,24.935812743617884,10.533875128460409,GSAT0226 (GALILEO 31),True,True,False
264.7805043980237,-8.306892848590136,0.02750573761701576,18.393448868618737,1,0,44.41709347705498,45.58290652294502,17.073107567798086,1.0773345622979014,25.81322015635755,5.29198078072031,BEIDOU-3 M1 (C19),True,True,False
187.53348136851588,-15.612586212399385,0.027341624463863592,18.94821938857999,1,0,32.212536475097195,57.787463524902805,17.675465833253853,1.0720067899388335,26.723939336065538,14.780999844075502,GSAT0222 (GALILEO 26),True,True,False
165.88711229189525,-44.109403934699685,0.027294420141218346,18.281441508186287,1,0,49.70607661786067,40.29392338213933,15.686833120516896,1.1654003945688622,23.71728024836473,12.350074387132063,BEIDOU-3 M22 (C44),True,True,False
248.075462922917,-7.119721547695773,0.02699063362077189,17.611680347534627,1,0,30.34401056805741,59.65598943194259,17.453807811904966,1.0090451629427235,26.388809525526934,14.177737635094951,SES-5 (EGNOS/PRN 136),True,True,False
