ra_deg,dec_deg,image_peak,vis_snr,best_window_split,best_window_index,zenith_deg,elevation_deg,local_null_scale,snr_normalised,threshold_here,nearest_catalogue_deg,nearest_catalogue,passes_single_look,not_near_catalogue,confirmed
352.9952456693567,-68.21327791827423,0.03780398134307569,19.49863125651195,1,0,83.17944022705267,6.820559772947334,16.309350226826467,1.1955492392602856,27.459462623235765,25.30512871808248,BEIDOU-2 IGSO-3 (C08),True,True,False
50.48479286423454,-86.39456341673963,0.05334182817654318,17.081483811953206,1,0,71.03833932655627,18.96166067344373,16.424282110148823,1.040014029069696,27.652969274967187,29.95539731826989,BEIDOU-3S M1S (C57),True,True,False
133.07479428048975,-79.5465213466349,0.05016530294136709,13.2946162728515,1,0,67.21982883527559,22.780171164724408,16.968419186194733,0.7834917399770399,28.569113173638428,26.858905341871935,GSAT0218 (GALILEO 22),False,True,False
337.35307087737084,-61.45749721588483,0.0379037483425588,13.120466029170911,1,0,82.58698605225142,7.413013947748581,16.309350226826467,0.8044750923056203,27.459462623235765,19.809224857966083,BEIDOU-2 IGSO-3 (C08),False,True,False
128.11166864381332,-65.18445639533161,0.04306304816322035,13.190390702343947,1,0,70.19087441458738,19.809125585412616,16.545045711637737,0.7972411156933743,27.856294579483468,13.662723167496225,GPS BIIRM-3 (PRN 12),False,True,False
254.515588361013,-66.69162995614907,0.04889412958340353,12.453236749751353,1,0,49.4313251199333,40.5686748800667,16.33885227576959,0.7621855280630342,27.50913415514818,9.482786584813622,GSAT0203 (GALILEO 7),False,True,False
277.3477970682771,-58.73070263190067,0.0415915286930055,13.475481175841875,1,0,54.45485399929898,35.54514600070102,16.80244762170666,0.8019951306637755,28.28967285822452,6.190321870179698,BEIDOU-3 IGSO-1 (C38),False,True,False
218.1784780142008,-58.698185413822976,0.09620359528975195,26.202122264213404,1,0,36.20713407044724,53.79286592955276,16.322235981744814,1.6053022572102558,27.481157902362856,4.687209325563353,GPS BIIF-6  (PRN 06),True,True,False
288.42055239539303,-46.75277972532328,0.06097662437872595,17.36797989814581,1,0,59.66727365363521,30.332726346364787,17.491676285935643,0.9929282713807541,29.45010221200272,7.939790894106862,BEIDOU-3 IGSO-1 (C38),False,True,False
313.0576592720762,-32.57016545827416,0.04196576763109869,16.57900877591039,1,0,81.03313419067527,8.96686580932473,16.309350226826467,1.016533984820583,27.459462623235765,5.164662932387678,QZS-4 (QZSS/PRN 195),True,True,False
250.97110872833318,-53.075774606263316,0.03576372180299467,14.17976903937484,1,0,38.86419516369804,51.13580483630196,16.12129783043224,0.8795674633966275,27.142845610406923,3.9183436103968075,GPS BIIR-11 (PRN 19),False,True,False
163.07728339884773,-43.584178316426886,0.0564884654076547,16.336557913530086,1,0,50.5591539361565,39.4408460638435,16.36313368566629,0.9983758751442895,27.550015886070923,13.040867577503137,BEIDOU-3 M22 (C44),True,True,False
192.69347974656512,-46.93038036705095,0.056551504770085276,15.119158022255531,1,0,32.50492967929581,57.49507032070419,16.602212271348723,0.9106712873649632,27.952543846796445,15.127452248422125,GPS BIIF-6  (PRN 06),False,True,False
252.05499636879833,-38.12169910259921,0.030659936258360804,14.476232506533485,1,0,32.01213393528532,57.98786606471468,16.639479561147855,0.8699931060545056,28.01528943365774,11.101222951461166,GPS BIIR-11 (PRN 19),False,True,False
261.76320621928915,-31.80225879980478,0.07420314837412542,22.270937599221753,1,0,38.60166211683379,51.39833788316621,16.14115168521539,1.3797613722706654,27.17627282705031,6.759391841115599,GPS BIIRM-1 (PRN 17),True,True,False
223.0145621348103,-30.66131918501521,0.09313580382780737,24.778862303251508,1,0,8.787263325733822,81.21273667426618,17.36891411083542,1.4266212697657057,29.243411981439948,13.586880169068818,sun,True,True,False
188.5086569518662,-30.67496198185448,0.06020162243561453,14.61213650160747,1,0,28.672492256693488,61.32750774330651,16.892037331327558,0.8650310329653463,28.440511809411866,11.513299257281105,GSAT0222 (GALILEO 26),False,True,False
280.7894307992959,-19.431980198028093,0.07167881716208166,21.169441983331797,1,0,57.04094938191482,32.95905061808518,17.144402257812416,1.2347728235135895,28.8654095012174,12.530456390876779,BEIDOU-3 M26 (C48),True,True,False
199.88174660572344,-28.260684581302634,0.037333812454506815,14.785048252877104,1,0,18.493459734994154,71.50654026500584,17.36891411083542,0.8512361888906804,29.243411981439948,7.517434212604033,GSAT0226 (GALILEO 31),False,True,False
239.21559638793417,-28.880677494492904,0.054910026380583704,15.541508251628121,1,0,18.96184759601309,71.03815240398691,17.36891411083542,0.8947887100168634,29.243411981439948,16.361830118890303,sun,False,True,False
159.86344386746165,-15.952101939873902,0.04271017749027914,10.699745557086564,1,0,56.2193726744715,33.7806273255285,17.03576668082818,0.6280753756229775,28.682503712558475,6.5897976545300825,GPS BIII-5  (PRN 11),False,True,False
